frame,object_id,object_type,object_x,object_y,player_direction,arrow_direction
259,1504,player,1497,738,UP,NONE
259,1505,player,470,609,UP-LEFT,NONE
259,1506,arrow,587,311,NONE,NONE
260,1507,arrow,1167,1171,NONE,NONE
260,1508,player,1313,1129,DOWN-RIGHT,NONE
260,1509,arrow,1512,993,NONE,NONE
260,1510,player,1497,738,UP,NONE
260,1511,player,474,617,UP-LEFT,NONE
260,1512,arrow,592,306,NONE,NONE
261,1513,arrow,181,1187,NONE,NONE
261,1514,arrow,1169,1171,NONE,NONE
261,1515,player,1308,1127,DOWN-RIGHT,NONE
261,1516,arrow,1512,975,NONE,NONE
261,1517,player,1496,738,UP,NONE
261,1518,arrow,1495,695,NONE,NONE
261,1519,player,478,626,UP-LEFT,NONE
261,1520,arrow,597,302,NONE,NONE
262,1521,player,1302,1126,DOWN-RIGHT,NONE
262,1522,arrow,1512,956,NONE,NONE
262,1523,player,1496,738,UP,NONE
262,1524,arrow,1499,695,NONE,NONE
262,1525,player,483,635,UP-LEFT,NONE
262,1526,arrow,603,297,NONE,NONE
263,1527,player,1296,1123,DOWN-RIGHT,NONE
263,1528,arrow,1512,937,NONE,NONE
263,1529,player,1496,739,UP,NONE
263,1530,arrow,1496,695,NONE,NONE
263,1531,arrow,1509,679,NONE,NONE
263,1532,player,487,645,UP-LEFT,NONE
263,1533,arrow,608,291,NONE,NONE
264,1534,player,1290,1121,DOWN-RIGHT,NONE
264,1535,arrow,1512,918,NONE,NONE
264,1536,player,1496,739,UP,NONE
264,1537,arrow,1500,688,NONE,NONE
264,1538,player,492,654,UP-LEFT,NONE
264,1539,arrow,614,286,NONE,NONE
265,1540,player,1285,1120,DOWN-RIGHT,NONE
265,1541,arrow,1512,900,NONE,NONE
265,1542,player,1495,740,UP,NONE
265,1543,player,1500,688,UP,NONE
265,1544,player,496,664,UP-LEFT,NONE
265,1545,arrow,620,282,NONE,NONE
266,1546,player,1279,1118,DOWN-RIGHT,NONE
266,1547,arrow,1512,882,NONE,NONE
266,1548,player,1495,740,UP,NONE
266,1549,arrow,1499,688,NONE,NONE
266,1550,player,500,673,UP-LEFT,NONE
266,1551,arrow,625,277,NONE,NONE
267,1552,player,1273,1116,DOWN-RIGHT,NONE
267,1553,arrow,1512,863,NONE,NONE
267,1554,player,1494,741,UP,NONE
267,1555,arrow,1498,687,NONE,NONE
267,1556,player,505,684,UP-LEFT,NONE
267,1557,arrow,630,273,NONE,NONE
268,1558,player,1267,1114,DOWN-RIGHT,NONE
268,1559,arrow,1512,845,NONE,NONE
268,1560,arrow,1559,751,NONE,NONE
268,1561,player,1488,741,UP,NONE
268,1562,player,1499,690,UP,NONE
268,1563,player,509,692,DOWN-LEFT,NONE
268,1564,arrow,636,269,NONE,NONE
269,1565,player,1261,1113,DOWN-RIGHT,NONE
269,1566,arrow,1512,828,NONE,NONE
269,1567,player,1493,737,UP,NONE
269,1568,player,1498,690,UP,NONE
269,1569,player,513,700,DOWN-LEFT,NONE
269,1570,arrow,641,265,NONE,NONE
270,1571,player,1254,1111,DOWN-RIGHT,NONE
270,1572,arrow,1512,809,NONE,NONE
270,1573,player,1494,737,UP,NONE
270,1574,player,1499,691,UP,NONE
270,1575,player,517,709,DOWN-LEFT,NONE
270,1576,arrow,647,260,NONE,NONE
271,1577,player,1248,1109,DOWN-RIGHT,NONE
271,1578,arrow,1512,791,NONE,NONE
271,1579,player,1493,717,UP,NONE
271,1580,player,521,717,LEFT,NONE
271,1581,arrow,652,256,NONE,NONE
272,1582,player,1242,1108,DOWN-RIGHT,NONE
272,1583,player,1493,755,UP,NONE
272,1584,player,1497,693,UP,NONE
272,1585,player,524,725,DOWN-LEFT,NONE
272,1586,arrow,658,252,NONE,NONE
273,1587,player,1235,1106,DOWN-RIGHT,NONE
273,1588,player,1492,746,UP,NONE
273,1589,player,528,734,UP-LEFT,NONE
273,1590,player,1497,691,UP-RIGHT,NONE
273,1591,arrow,663,249,NONE,NONE
274,1592,player,1229,1105,DOWN,NONE
274,1593,player,1492,738,UP,NONE
274,1594,player,531,743,DOWN-LEFT,NONE
274,1595,player,1496,696,UP-RIGHT,NONE
274,1596,arrow,669,245,NONE,NONE
275,1597,player,1222,1103,DOWN,NONE
275,1598,player,534,752,UP-LEFT,NONE
275,1599,player,1492,720,UP-RIGHT,NONE
275,1600,arrow,674,241,NONE,NONE
276,1601,player,1215,1102,DOWN,NONE
276,1602,player,538,761,UP-LEFT,NONE
276,1603,player,1492,721,UP-RIGHT,NONE
276,1604,arrow,680,238,NONE,NONE
277,1605,player,1209,1101,DOWN,NONE
277,1606,player,541,771,UP-LEFT,NONE
277,1607,player,1491,716,UP-RIGHT,NONE
277,1608,arrow,685,235,NONE,NONE
278,1609,player,1202,1099,DOWN,NONE
278,1610,player,544,780,UP-LEFT,NONE
278,1611,player,1491,708,UP-RIGHT,NONE
278,1612,arrow,691,232,NONE,NONE
279,1613,player,114,1187,DOWN-LEFT,NONE
279,1614,player,1195,1098,UP-RIGHT,NONE
279,1615,player,548,789,UP-LEFT,NONE
279,1616,player,1491,724,UP-RIGHT,NONE
279,1617,arrow,1512,653,NONE,NONE
279,1618,arrow,696,229,NONE,NONE
280,1619,player,1190,1098,DOWN,NONE
280,1620,player,550,799,UP-LEFT,NONE
280,1621,player,1490,725,UP-RIGHT,NONE
280,1622,arrow,1512,637,NONE,NONE
280,1623,arrow,701,226,NONE,NONE
281,1624,player,1183,1097,DOWN,NONE
281,1625,player,553,809,UP-LEFT,NONE
281,1626,player,1490,726,UP-RIGHT,NONE
281,1627,arrow,1512,620,NONE,NONE
281,1628,arrow,707,222,NONE,NONE
282,1629,player,1176,1096,DOWN,NONE
282,1630,player,556,819,UP-LEFT,NONE
282,1631,player,1490,728,UP-RIGHT,NONE
282,1632,arrow,1512,603,NONE,NONE
282,1633,arrow,712,220,NONE,NONE
283,1634,player,1168,1095,DOWN,NONE
283,1635,player,557,830,UP-LEFT,NONE
283,1636,arrow,632,752,NONE,NONE
283,1637,player,1489,729,UP-RIGHT,NONE
283,1638,arrow,1512,585,NONE,NONE
283,1639,arrow,718,217,NONE,NONE
284,1640,player,114,1187,DOWN-LEFT,NONE
284,1641,player,1161,1093,UP-RIGHT,NONE
284,1642,player,537,846,UP-LEFT,NONE
284,1643,arrow,641,751,NONE,NONE
284,1644,player,1489,730,UP-RIGHT,NONE
284,1645,arrow,1512,569,NONE,NONE
284,1646,arrow,724,214,NONE,NONE
285,1647,player,1155,1093,DOWN,NONE
285,1648,player,540,855,UP-LEFT,NONE
285,1649,arrow,659,750,NONE,NONE
285,1650,player,1489,732,UP-RIGHT,NONE
285,1651,arrow,1512,554,NONE,NONE
285,1652,arrow,729,212,NONE,NONE
286,1653,player,1147,1092,DOWN,NONE
286,1654,player,543,865,UP-LEFT,NONE
286,1655,arrow,679,749,NONE,NONE
286,1656,player,1489,733,UP-RIGHT,NONE
286,1657,arrow,1512,537,NONE,NONE
286,1658,arrow,735,210,NONE,NONE
287,1659,player,1138,1090,DOWN,NONE
287,1660,player,545,875,UP-LEFT,NONE
287,1661,arrow,699,749,NONE,NONE
287,1662,player,1488,734,UP-RIGHT,NONE
287,1663,arrow,1512,521,NONE,NONE
287,1664,arrow,740,207,NONE,NONE
288,1665,player,1132,1089,DOWN-LEFT,NONE
288,1666,player,548,885,UP-LEFT,NONE
288,1667,arrow,718,748,NONE,NONE
288,1668,player,1488,736,UP-RIGHT,NONE
288,1669,arrow,1512,506,NONE,NONE
288,1670,arrow,745,205,NONE,NONE
289,1671,player,1125,1088,DOWN-LEFT,NONE
289,1672,player,550,895,UP-LEFT,NONE
289,1673,arrow,737,748,NONE,NONE
289,1674,player,1488,737,UP-RIGHT,NONE
289,1675,arrow,1512,490,NONE,NONE
289,1676,arrow,751,203,NONE,NONE
290,1677,player,1117,1088,DOWN-LEFT,NONE
290,1678,player,553,906,UP-LEFT,NONE
290,1679,arrow,757,747,NONE,NONE
290,1680,player,1487,739,UP-RIGHT,NONE
290,1681,arrow,1512,474,NONE,NONE
290,1682,arrow,757,202,NONE,NONE
291,1683,player,1109,1087,DOWN-LEFT,NONE
291,1684,player,556,917,UP-LEFT,NONE
291,1685,arrow,777,747,NONE,NONE
291,1686,player,1487,741,UP-RIGHT,NONE
291,1687,arrow,1512,459,NONE,NONE
291,1688,arrow,762,200,NONE,NONE
292,1689,player,1102,1086,DOWN-LEFT,NONE
292,1690,player,558,927,UP-LEFT,NONE
292,1691,arrow,796,746,NONE,NONE
292,1692,player,1487,742,UP-RIGHT,NONE
292,1693,arrow,1512,444,NONE,NONE
292,1694,arrow,767,198,NONE,NONE
293,1695,player,1094,1086,DOWN-LEFT,NONE
293,1696,player,560,938,UP-LEFT,NONE
293,1697,arrow,816,746,NONE,NONE
293,1698,player,1486,744,UP-RIGHT,NONE
293,1699,arrow,1512,428,NONE,NONE
293,1700,arrow,772,197,NONE,NONE
294,1701,player,1087,1085,DOWN-LEFT,NONE
294,1702,player,562,948,UP-LEFT,NONE
294,1703,arrow,836,746,NONE,NONE
294,1704,player,1486,746,UP-RIGHT,NONE
294,1705,arrow,1512,413,NONE,NONE
294,1706,arrow,778,195,NONE,NONE
295,1707,player,1079,1085,DOWN-LEFT,NONE
295,1708,player,565,960,UP-LEFT,NONE
295,1709,arrow,856,746,NONE,NONE
295,1710,player,1486,747,UP-RIGHT,NONE
295,1711,arrow,1512,398,NONE,NONE
295,1712,arrow,784,194,NONE,NONE
296,1713,player,1071,1084,DOWN-LEFT,NONE
296,1714,player,567,972,UP-LEFT,NONE
296,1715,arrow,876,747,NONE,NONE
296,1716,player,1486,749,UP-RIGHT,NONE
296,1717,arrow,1512,383,NONE,NONE
296,1718,arrow,789,193,NONE,NONE
297,1719,player,1062,1084,DOWN-LEFT,NONE
297,1720,player,569,983,UP-LEFT,NONE
297,1721,arrow,896,747,NONE,NONE
297,1722,player,1485,751,UP-RIGHT,NONE
297,1723,arrow,1512,368,NONE,NONE
297,1724,arrow,795,192,NONE,NONE
298,1725,player,1054,1083,DOWN-LEFT,NONE
298,1726,player,572,995,UP-LEFT,NONE
298,1727,arrow,917,748,NONE,NONE
298,1728,player,1485,753,UP-RIGHT,NONE
298,1729,arrow,1512,352,NONE,NONE
298,1730,arrow,801,190,NONE,NONE
299,1731,player,1046,1083,DOWN-LEFT,NONE
299,1732,player,575,1006,UP-LEFT,NONE
299,1733,arrow,937,748,NONE,NONE
299,1734,player,1485,755,UP-RIGHT,NONE
299,1735,arrow,1512,337,NONE,NONE
299,1736,arrow,806,189,NONE,NONE
300,1737,player,1039,1083,DOWN-LEFT,NONE
300,1738,player,578,1016,UP-LEFT,NONE
300,1739,arrow,955,749,NONE,NONE
300,1740,player,1484,757,UP-RIGHT,NONE
300,1741,arrow,1512,324,NONE,NONE
300,1742,arrow,811,189,NONE,NONE
301,1743,player,1030,1082,DOWN-LEFT,NONE
301,1744,player,580,1028,UP-LEFT,NONE
301,1745,arrow,975,750,NONE,NONE
301,1746,player,1484,759,UP-RIGHT,NONE
301,1747,arrow,1512,310,NONE,NONE
301,1748,arrow,816,188,NONE,NONE
302,1749,player,1022,1082,DOWN-LEFT,NONE
302,1750,player,583,1040,UP-LEFT,NONE
302,1751,arrow,995,751,NONE,NONE
302,1752,player,1484,761,UP-RIGHT,NONE
302,1753,arrow,1512,295,NONE,NONE
302,1754,arrow,822,188,NONE,NONE
303,1755,player,1013,1082,DOWN-LEFT,NONE
303,1756,player,584,1053,UP-LEFT,NONE
303,1757,arrow,1015,751,NONE,NONE
303,1758,player,1483,763,UP-RIGHT,NONE
303,1759,arrow,1512,280,NONE,NONE
303,1760,arrow,828,187,NONE,NONE
304,1761,player,1005,1082,DOWN-LEFT,NONE
304,1762,player,587,1064,UP-LEFT,NONE
304,1763,arrow,1035,753,NONE,NONE
304,1764,player,1483,766,UP-RIGHT,NONE
304,1765,arrow,1512,266,NONE,NONE
304,1766,arrow,833,186,NONE,NONE
305,1767,player,996,1082,DOWN-LEFT,NONE
305,1768,player,590,1076,UP-LEFT,NONE
305,1769,arrow,1054,754,NONE,NONE
305,1770,player,1483,768,UP-RIGHT,NONE
305,1771,arrow,1512,252,NONE,NONE
305,1772,arrow,838,187,NONE,NONE
306,1773,player,592,1088,DOWN-LEFT,NONE
306,1774,player,988,1082,UP-RIGHT,NONE
306,1775,arrow,1074,755,NONE,NONE
306,1776,player,1483,770,UP-RIGHT,NONE
306,1777,arrow,1512,239,NONE,NONE
306,1778,arrow,844,187,NONE,NONE
307,1779,player,595,1101,DOWN-LEFT,NONE
307,1780,player,980,1082,UP-RIGHT,NONE
307,1781,arrow,1093,757,NONE,NONE
307,1782,player,1482,772,UP-RIGHT,NONE
307,1783,arrow,1512,225,NONE,NONE
307,1784,arrow,849,186,NONE,NONE
308,1785,player,597,1113,DOWN-LEFT,NONE
308,1786,player,971,1082,UP-RIGHT,NONE
308,1787,arrow,1114,758,NONE,NONE
308,1788,player,1482,775,UP-RIGHT,NONE
308,1789,arrow,1512,211,NONE,NONE
308,1790,arrow,855,186,NONE,NONE
309,1791,player,600,1126,DOWN-LEFT,NONE
309,1792,player,962,1082,UP-RIGHT,NONE
309,1793,arrow,1134,760,NONE,NONE
309,1794,player,1482,777,UP-RIGHT,NONE
309,1795,arrow,861,186,NONE,NONE
309,1796,arrow,1512,197,NONE,NONE
310,1797,player,602,1139,DOWN-LEFT,NONE
310,1798,player,953,1082,UP-RIGHT,NONE
310,1799,arrow,1153,762,NONE,NONE
310,1800,player,1481,780,UP-RIGHT,NONE
310,1801,arrow,866,187,NONE,NONE
310,1802,arrow,1512,184,NONE,NONE
311,1803,player,605,1151,DOWN-LEFT,NONE
311,1804,player,945,1082,UP-RIGHT,NONE
311,1805,arrow,1173,764,NONE,NONE
311,1806,player,1481,782,UP-RIGHT,NONE
311,1807,arrow,872,188,NONE,NONE
311,1808,arrow,1512,170,NONE,NONE
312,1809,player,607,1167,DOWN-LEFT,NONE
312,1810,player,935,1083,UP-RIGHT,NONE
312,1811,arrow,1196,766,NONE,NONE
312,1812,player,1481,784,UP-RIGHT,NONE
312,1813,arrow,878,188,NONE,NONE
312,1814,arrow,1512,155,NONE,NONE
313,1815,player,609,1179,DOWN-LEFT,NONE
313,1816,player,926,1083,UP-RIGHT,NONE
313,1817,arrow,1215,768,NONE,NONE
313,1818,player,1480,788,UP-RIGHT,NONE
313,1819,arrow,883,189,NONE,NONE
313,1820,arrow,1512,152,NONE,NONE
313,1821,arrow,1512,132,NONE,NONE
314,1822,player,611,1188,DOWN-LEFT,NONE
314,1823,player,918,1083,UP-RIGHT,NONE
314,1824,arrow,1233,770,NONE,NONE
314,1825,player,1480,790,UP-RIGHT,NONE
314,1826,arrow,888,189,NONE,NONE
314,1827,arrow,1512,130,NONE,NONE
315,1828,arrow,48,1187,NONE,NONE
315,1829,player,611,1189,DOWN-LEFT,NONE
315,1830,player,908,1083,UP-RIGHT,NONE
315,1831,arrow,1252,772,NONE,NONE
315,1832,player,1480,792,UP-RIGHT,NONE
315,1833,arrow,894,190,NONE,NONE
315,1834,arrow,1512,118,NONE,NONE
316,1835,player,607,1177,DOWN-LEFT,NONE
316,1836,player,900,1084,UP-RIGHT,NONE
316,1837,arrow,1271,774,NONE,NONE
316,1838,player,1480,795,UP-RIGHT,NONE
316,1839,arrow,899,191,NONE,NONE
316,1840,arrow,1512,106,NONE,NONE
317,1841,player,8,615,UP-LEFT,NONE
317,1842,player,928,613,UP-RIGHT,NONE
318,1843,player,834,1211,DOWN,NONE
318,1844,player,282,1199,UP-LEFT,NONE
318,1845,player,1212,1149,UP-RIGHT,NONE
318,1846,arrow,468,1149,NONE,NONE
318,1847,player,599,1144,UP-LEFT,NONE
318,1848,player,1467,1144,RIGHT,NONE
318,1849,player,882,1090,UP-LEFT,NONE
318,1850,player,765,925,UP,NONE
318,1851,player,8,1058,DOWN-LEFT,NONE
318,1852,player,828,888,UP-RIGHT,NONE
318,1853,player,765,851,UP-LEFT,NONE
318,1854,arrow,1311,784,NONE,NONE
318,1855,player,1480,805,UP-RIGHT,NONE
318,1856,player,244,339,UP-LEFT,NONE
318,1857,arrow,911,199,NONE,NONE
318,1858,arrow,1512,85,NONE,NONE
318,1859,player,1262,82,UP-RIGHT,NONE
318,1860,player,716,82,LEFT,NONE
318,1861,player,905,443,DOWN,NONE
319,1862,arrow,1641,1210,NONE,NONE
319,1863,arrow,89,1212,NONE,NONE
319,1864,arrow,834,1200,NONE,NONE
319,1865,player,595,1136,DOWN,NONE
319,1866,player,872,1091,UP-RIGHT,NONE
319,1867,arrow,1332,788,NONE,NONE
319,1868,player,1480,809,UP-RIGHT,NONE
319,1869,arrow,916,200,NONE,NONE
319,1870,arrow,1513,73,NONE,NONE
320,1871,player,282,1199,DOWN-LEFT,NONE
320,1872,arrow,614,1182,NONE,NONE
320,1873,arrow,1212,1149,NONE,NONE
320,1874,player,468,1149,UP-RIGHT,NONE
320,1875,player,862,1092,UP-RIGHT,NONE
320,1876,player,591,1102,DOWN-LEFT,NONE
320,1877,arrow,766,926,NONE,NONE
320,1878,player,828,889,UP-RIGHT,NONE
320,1879,arrow,766,851,NONE,NONE
320,1880,arrow,65,839,NONE,NONE
320,1881,player,64,1000,DOWN-LEFT,NONE
320,1882,arrow,1353,791,NONE,NONE
320,1883,player,1480,812,UP-RIGHT,NONE
320,1884,player,244,339,UP-LEFT,NONE
320,1885,arrow,923,201,NONE,NONE
320,1886,arrow,1262,82,NONE,NONE
320,1887,arrow,716,82,NONE,NONE
320,1888,arrow,1513,59,NONE,NONE
320,1889,player,1177,616,DOWN-RIGHT,NONE
320,1890,player,977,32,UP,NONE
320,1891,player,393,19,UP-LEFT,NONE
321,1892,arrow,615,1180,NONE,NONE
321,1893,player,1212,1148,DOWN,NONE
321,1894,player,468,1148,LEFT,NONE
321,1895,player,928,1167,DOWN-RIGHT,NONE
321,1896,player,853,1090,UP,NONE
321,1897,player,586,1082,UP-LEFT,NONE
321,1898,arrow,765,925,NONE,NONE
321,1899,arrow,827,887,NONE,NONE
321,1900,arrow,765,850,NONE,NONE
321,1901,arrow,1372,793,NONE,NONE
321,1902,player,1479,813,UP-RIGHT,NONE
321,1903,player,244,338,UP-LEFT,NONE
321,1904,arrow,928,201,NONE,NONE
321,1905,player,1262,81,UP-RIGHT,NONE
321,1906,player,716,81,LEFT,NONE
321,1907,arrow,1513,56,NONE,NONE
321,1908,arrow,1512,36,NONE,NONE
321,1909,player,1511,558,DOWN-RIGHT,NONE
321,1910,player,619,442,UP-LEFT,NONE
322,1911,player,269,1209,DOWN,NONE
322,1912,arrow,615,1178,NONE,NONE
322,1913,arrow,467,1159,NONE,NONE
322,1914,arrow,1212,1147,NONE,NONE
322,1915,arrow,467,1145,NONE,NONE
322,1916,player,1163,1167,UP-RIGHT,NONE
322,1917,arrow,1751,1096,NONE,NONE
322,1918,player,843,1090,UP-LEFT,NONE
322,1919,player,582,1062,UP-LEFT,NONE
322,1920,player,765,924,UP-RIGHT,NONE
322,1921,player,827,886,UP-RIGHT,NONE
322,1922,player,765,849,UP-LEFT,NONE
322,1923,arrow,1391,794,NONE,NONE
322,1924,player,1479,815,UP-RIGHT,NONE
322,1925,player,244,337,UP-LEFT,NONE
322,1926,arrow,933,202,NONE,NONE
322,1927,player,1262,79,UP-RIGHT,NONE
322,1928,player,715,80,DOWN-LEFT,NONE
322,1929,player,905,555,DOWN,NONE
323,1930,arrow,615,1175,NONE,NONE
323,1931,player,1212,1145,DOWN,NONE
323,1932,arrow,468,1145,NONE,NONE
323,1933,player,833,1089,UP-LEFT,NONE
323,1934,player,578,1041,UP-LEFT,NONE
323,1935,player,765,922,UP-RIGHT,NONE
323,1936,arrow,827,885,NONE,NONE
323,1937,player,271,1035,DOWN-LEFT,NONE
323,1938,player,765,848,UP-RIGHT,NONE
323,1939,arrow,1410,796,NONE,NONE
323,1940,player,1479,817,UP-RIGHT,NONE
323,1941,player,244,335,UP-LEFT,NONE
323,1942,arrow,938,203,NONE,NONE
323,1943,player,1262,78,UP-RIGHT,NONE
323,1944,arrow,716,78,NONE,NONE
323,1945,player,1176,613,DOWN,NONE
323,1946,player,393,436,UP-LEFT,NONE
324,1947,player,1479,1202,DOWN-RIGHT,NONE
324,1948,player,821,1195,UP-LEFT,NONE
324,1949,player,615,1173,UP-LEFT,NONE
324,1950,player,1212,1144,UP-RIGHT,NONE
324,1951,arrow,467,1144,NONE,NONE
324,1952,arrow,1764,1095,NONE,NONE
324,1953,arrow,1765,1095,NONE,NONE
324,1954,player,824,1089,UP-LEFT,NONE
324,1955,player,574,1022,UP-LEFT,NONE
324,1956,player,765,921,UP-RIGHT,NONE
324,1957,arrow,827,884,NONE,NONE
324,1958,player,268,1033,DOWN-LEFT,NONE
324,1959,player,765,847,UP-RIGHT,NONE
324,1960,player,1479,819,UP-RIGHT,NONE
324,1961,player,244,334,UP-LEFT,NONE
324,1962,arrow,942,204,NONE,NONE
324,1963,arrow,1261,77,NONE,NONE
324,1964,player,715,77,UP-RIGHT,NONE
324,1965,player,1498,28,UP-RIGHT,NONE
324,1966,player,976,28,LEFT,NONE
324,1967,player,392,425,DOWN-LEFT,NONE
325,1968,arrow,616,1172,NONE,NONE
325,1969,player,814,1090,DOWN,NONE
325,1970,player,569,1002,UP-LEFT,NONE
325,1971,player,1486,820,UP-RIGHT,NONE
325,1972,arrow,948,205,NONE,NONE
326,1973,arrow,617,1171,NONE,NONE
326,1974,player,804,1090,DOWN-LEFT,NONE
326,1975,player,565,983,UP-LEFT,NONE
326,1976,arrow,1588,843,NONE,NONE
326,1977,player,1558,821,UP-RIGHT,NONE
326,1978,arrow,1451,803,NONE,NONE
326,1979,arrow,954,207,NONE,NONE
327,1980,player,1815,1168,DOWN,NONE
327,1981,player,1815,559,UP,NONE
327,1982,player,908,624,DOWN-LEFT,NONE
328,1983,player,1813,560,UP-RIGHT,NONE
328,1984,player,916,626,DOWN-LEFT,NONE
329,1985,arrow,601,1176,NONE,NONE
329,1986,player,1195,1150,DOWN,NONE
329,1987,player,450,1151,DOWN-LEFT,NONE
329,1988,arrow,1813,1170,NONE,NONE
329,1989,player,758,1100,UP-RIGHT,NONE
329,1990,player,749,927,UP,NONE
329,1991,player,534,933,DOWN-LEFT,NONE
329,1992,arrow,1680,889,NONE,NONE
329,1993,player,810,890,UP-RIGHT,NONE
329,1994,arrow,1653,875,NONE,NONE
329,1995,player,252,1040,DOWN-LEFT,NONE
329,1996,arrow,1631,861,NONE,NONE
329,1997,arrow,1564,864,NONE,NONE
329,1998,player,749,853,UP-RIGHT,NONE
329,1999,arrow,1584,839,NONE,NONE
329,2000,arrow,1692,815,NONE,NONE
329,2001,player,1629,827,UP-RIGHT,NONE
329,2002,arrow,1446,812,NONE,NONE
329,2003,arrow,953,221,NONE,NONE
329,2004,player,1246,84,UP,NONE
329,2005,player,1813,562,DOWN-RIGHT,NONE
329,2006,player,1146,627,DOWN-LEFT,NONE
329,2007,player,377,431,UP-LEFT,NONE
330,2008,player,1813,561,DOWN-RIGHT,NONE
330,2009,player,916,627,DOWN-LEFT,NONE
331,2010,player,1814,559,UP-RIGHT,NONE
331,2011,player,916,626,DOWN-LEFT,NONE
332,2012,player,1816,558,UP-RIGHT,NONE
332,2013,player,916,625,DOWN-LEFT,NONE
333,2014,player,918,624,UP-RIGHT,NONE
334,2015,arrow,600,1181,NONE,NONE
334,2016,player,1211,1144,DOWN,NONE
334,2017,player,466,1144,LEFT,NONE
334,2018,arrow,1821,1163,NONE,NONE
334,2019,player,722,1099,UP-RIGHT,NONE
334,2020,player,764,921,UP,NONE
334,2021,arrow,1644,901,NONE,NONE
334,2022,player,826,884,UP-RIGHT,NONE
334,2023,arrow,1768,861,NONE,NONE
334,2024,arrow,1743,852,NONE,NONE
334,2025,arrow,1719,845,NONE,NONE
334,2026,player,764,846,UP-LEFT,NONE
334,2027,arrow,1755,826,NONE,NONE
334,2028,arrow,1477,812,NONE,NONE
334,2029,player,525,831,UP-LEFT,NONE
334,2030,player,243,334,UP,NONE
334,2031,arrow,997,228,NONE,NONE
334,2032,player,1261,77,UP-RIGHT,NONE
334,2033,player,715,77,LEFT,NONE
334,2034,arrow,1511,33,NONE,NONE
334,2035,player,927,623,DOWN,NONE
335,2036,player,270,1231,DOWN-LEFT,NONE
335,2037,arrow,1817,971,NONE,NONE
335,2038,arrow,1818,844,NONE,NONE
335,2039,player,928,623,UP-RIGHT,NONE
335,2040,player,9,609,UP-LEFT,NONE
336,2041,player,272,1231,DOWN,NONE
336,2042,arrow,1817,971,NONE,NONE
336,2043,arrow,1818,871,NONE,NONE
336,2044,player,929,623,UP-RIGHT,NONE
336,2045,player,10,609,UP-LEFT,NONE
337,2046,player,1483,1231,DOWN-RIGHT,NONE
337,2047,player,272,1231,LEFT,NONE
337,2048,player,1216,1142,UP-RIGHT,NONE
337,2049,player,471,1142,LEFT,NONE
337,2050,player,715,1098,UP-RIGHT,NONE
337,2051,arrow,1700,930,NONE,NONE
337,2052,arrow,1656,913,NONE,NONE
337,2053,player,769,919,UP,NONE
337,2054,player,831,882,UP-RIGHT,NONE
337,2055,arrow,1818,871,NONE,NONE
337,2056,arrow,1784,851,NONE,NONE
337,2057,player,769,844,UP-LEFT,NONE
337,2058,player,515,773,UP-LEFT,NONE
337,2059,player,246,333,UP,NONE
337,2060,arrow,1018,236,NONE,NONE
337,2061,player,1265,75,UP-RIGHT,NONE
337,2062,player,719,75,LEFT,NONE
337,2063,arrow,1516,36,NONE,NONE
337,2064,player,926,623,DOWN,NONE
338,2065,player,710,1099,DOWN,NONE
338,2066,arrow,1713,939,NONE,NONE
338,2067,arrow,1672,927,NONE,NONE
338,2068,player,510,755,UP,NONE
338,2069,arrow,1024,239,NONE,NONE
339,2070,player,1485,1231,DOWN-RIGHT,NONE
339,2071,player,840,1231,LEFT,NONE
339,2072,player,272,1231,LEFT,NONE
339,2073,arrow,1216,1142,NONE,NONE
339,2074,arrow,471,1142,NONE,NONE
339,2075,player,949,1136,UP-RIGHT,NONE
339,2076,player,693,1101,UP-LEFT,NONE
339,2077,arrow,1725,949,NONE,NONE
339,2078,player,769,919,UP,NONE
339,2079,player,831,882,UP-RIGHT,NONE
339,2080,player,769,844,UP-LEFT,NONE
339,2081,arrow,1497,820,NONE,NONE
339,2082,player,505,737,UP-LEFT,NONE
339,2083,arrow,1029,242,NONE,NONE
339,2084,arrow,718,75,NONE,NONE
339,2085,player,1266,75,UP-RIGHT,NONE
339,2086,player,921,552,DOWN,NONE
340,2087,player,272,1231,DOWN,NONE
340,2088,player,1215,1143,UP-RIGHT,NONE
340,2089,player,470,1143,LEFT,NONE
340,2090,player,679,1102,UP-RIGHT,NONE
340,2091,arrow,1736,958,NONE,NONE
340,2092,player,768,919,UP,NONE
340,2093,player,831,882,UP-RIGHT,NONE
340,2094,player,768,845,UP-LEFT,NONE
340,2095,arrow,1500,822,NONE,NONE
340,2096,player,499,720,UP-LEFT,NONE
340,2097,player,247,332,UP,NONE
340,2098,arrow,1034,246,NONE,NONE
340,2099,player,1265,75,UP-RIGHT,NONE
340,2100,player,719,75,LEFT,NONE
340,2101,arrow,1515,41,NONE,NONE
340,2102,player,926,623,DOWN,NONE
340,2103,player,10,609,UP-LEFT,NONE
341,2104,player,10,610,DOWN,NONE
341,2105,player,917,623,DOWN-RIGHT,NONE
342,2106,player,9,610,UP-LEFT,NONE
342,2107,player,915,623,DOWN-RIGHT,NONE
343,2108,player,1479,1231,DOWN,NONE
343,2109,player,835,1231,LEFT,NONE
343,2110,player,270,1231,LEFT,NONE
343,2111,player,1212,1144,UP-RIGHT,NONE
343,2112,player,468,1144,LEFT,NONE
343,2113,player,1166,1163,DOWN-RIGHT,NONE
