frame,object_id,object_type,object_x,object_y,player_direction,arrow_direction
343,2114,arrow,800,1115,NONE,NONE
343,2115,player,631,1117,UP-LEFT,NONE
343,2116,arrow,1769,989,NONE,NONE
343,2117,player,766,920,UP,NONE
343,2118,player,828,883,UP-RIGHT,NONE
343,2119,player,766,846,UP-LEFT,NONE
343,2120,arrow,1506,831,NONE,NONE
343,2121,player,282,995,DOWN-LEFT,NONE
343,2122,player,479,665,UP,NONE
343,2123,player,244,334,UP,NONE
343,2124,arrow,1048,259,NONE,NONE
343,2125,player,1262,76,UP-RIGHT,NONE
343,2126,player,716,76,LEFT,NONE
343,2127,arrow,1512,49,NONE,NONE
343,2128,player,8,610,DOWN-LEFT,NONE
343,2129,player,914,566,UP-RIGHT,NONE
344,2130,player,1212,1144,DOWN,NONE
344,2131,player,467,1144,LEFT,NONE
344,2132,arrow,804,1118,NONE,NONE
344,2133,player,620,1119,UP-RIGHT,NONE
344,2134,player,766,921,UP,NONE
344,2135,player,827,883,UP-RIGHT,NONE
344,2136,player,764,847,UP-LEFT,NONE
344,2137,arrow,1508,834,NONE,NONE
344,2138,player,473,648,UP-LEFT,NONE
344,2139,arrow,244,334,NONE,NONE
344,2140,arrow,1052,263,NONE,NONE
344,2141,player,1261,76,UP-RIGHT,NONE
344,2142,player,715,77,DOWN-LEFT,NONE
344,2143,arrow,1511,52,NONE,NONE
344,2144,player,914,611,DOWN,NONE
345,2145,arrow,1211,1144,NONE,NONE
345,2146,player,467,1143,DOWN,NONE
345,2147,arrow,809,1122,NONE,NONE
345,2148,player,608,1120,UP-RIGHT,NONE
345,2149,player,1149,1139,DOWN-RIGHT,NONE
345,2150,player,764,921,UP-LEFT,NONE
345,2151,player,764,846,UP,NONE
345,2152,arrow,1510,837,NONE,NONE
345,2153,player,89,996,DOWN-LEFT,NONE
345,2154,player,467,629,UP-RIGHT,NONE
345,2155,arrow,1055,265,NONE,NONE
345,2156,arrow,1511,55,NONE,NONE
345,2157,player,1821,555,UP-RIGHT,NONE
345,2158,player,956,517,UP-LEFT,NONE
346,2159,arrow,1508,1206,NONE,NONE
346,2160,arrow,640,1206,NONE,NONE
346,2161,arrow,118,1206,NONE,NONE
346,2162,arrow,813,1126,NONE,NONE
346,2163,player,597,1121,DOWN,NONE
346,2164,arrow,1800,1020,NONE,NONE
346,2165,arrow,1513,840,NONE,NONE
346,2166,player,461,612,UP,NONE
347,2167,player,298,1207,DOWN,NONE
347,2168,player,835,1202,UP-RIGHT,NONE
347,2169,player,586,1150,UP-LEFT,NONE
347,2170,arrow,818,1129,NONE,NONE
347,2171,player,588,1105,UP,NONE
347,2172,arrow,1811,1057,NONE,NONE
347,2173,arrow,1521,848,NONE,NONE
347,2174,arrow,1511,836,NONE,NONE
347,2175,player,455,594,UP,NONE
348,2176,player,298,1207,DOWN,NONE
348,2177,player,834,1203,UP-RIGHT,NONE
348,2178,arrow,823,1133,NONE,NONE
348,2179,player,575,1125,UP-LEFT,NONE
348,2180,arrow,1817,1062,NONE,NONE
348,2181,arrow,1802,945,NONE,NONE
348,2182,arrow,1512,840,NONE,NONE
348,2183,player,449,576,UP,NONE
349,2184,arrow,1508,1206,NONE,NONE
349,2185,arrow,640,1206,NONE,NONE
349,2186,arrow,118,1206,NONE,NONE
349,2187,arrow,828,1138,NONE,NONE
349,2188,player,564,1127,DOWN,NONE
349,2189,arrow,1813,952,NONE,NONE
349,2190,arrow,1530,857,NONE,NONE
349,2191,player,443,558,UP,NONE
350,2192,arrow,842,1148,NONE,NONE
350,2193,arrow,827,1136,NONE,NONE
350,2194,player,552,1130,DOWN,NONE
350,2195,arrow,1533,860,NONE,NONE
350,2196,arrow,1519,846,NONE,NONE
350,2197,player,437,538,UP,NONE
350,2198,player,1509,554,DOWN-RIGHT,NONE
351,2199,arrow,835,1195,NONE,NONE
351,2200,arrow,840,1146,NONE,NONE
351,2201,player,1488,1166,DOWN,NONE
351,2202,player,541,1132,UP-LEFT,NONE
351,2203,arrow,268,1034,NONE,NONE
351,2204,player,432,521,UP,NONE
352,2205,arrow,852,1156,NONE,NONE
352,2206,arrow,837,1143,NONE,NONE
352,2207,player,531,1134,DOWN,NONE
352,2208,arrow,1539,867,NONE,NONE
352,2209,player,427,505,UP,NONE
353,2210,arrow,850,1154,NONE,NONE
353,2211,player,523,1134,DOWN,NONE
353,2212,arrow,1540,869,NONE,NONE
353,2213,arrow,1529,857,NONE,NONE
353,2214,player,422,488,UP,NONE
354,2215,arrow,855,1159,NONE,NONE
354,2216,player,518,1132,DOWN,NONE
354,2217,arrow,1543,873,NONE,NONE
354,2218,arrow,1532,860,NONE,NONE
354,2219,player,416,472,UP,NONE
355,2220,player,1821,555,DOWN-RIGHT,NONE
355,2221,player,927,624,DOWN-LEFT,NONE
356,2222,arrow,865,1170,NONE,NONE
356,2223,player,510,1126,DOWN,NONE
356,2224,arrow,1543,876,NONE,NONE
356,2225,player,913,997,UP-RIGHT,NONE
356,2226,player,404,437,UP,NONE
357,2227,arrow,870,1174,NONE,NONE
357,2228,player,507,1123,DOWN,NONE
357,2229,arrow,1551,888,NONE,NONE
357,2230,player,398,420,UP,NONE
358,2231,arrow,882,1186,NONE,NONE
358,2232,arrow,867,1172,NONE,NONE
358,2233,player,504,1119,DOWN,NONE
358,2234,arrow,1555,892,NONE,NONE
358,2235,arrow,1543,877,NONE,NONE
358,2236,player,393,404,UP,NONE
359,2237,player,835,1189,DOWN,NONE
359,2238,player,493,1116,UP-LEFT,NONE
359,2239,arrow,1559,896,NONE,NONE
359,2240,arrow,1547,881,NONE,NONE
359,2241,player,268,997,UP-LEFT,NONE
359,2242,player,387,388,UP,NONE
359,2243,player,1478,612,DOWN-RIGHT,NONE
359,2244,player,987,27,UP,NONE
360,2245,player,835,1192,DOWN,NONE
360,2246,player,1211,1144,UP-RIGHT,NONE
360,2247,player,499,1112,UP-LEFT,NONE
360,2248,arrow,764,921,NONE,NONE
360,2249,arrow,1562,901,NONE,NONE
360,2250,arrow,1551,885,NONE,NONE
360,2251,player,279,1034,UP-LEFT,NONE
360,2252,player,382,370,UP,NONE
360,2253,arrow,1511,106,NONE,NONE
360,2254,player,1480,612,DOWN-RIGHT,NONE
361,2255,arrow,715,1194,NONE,NONE
361,2256,player,1481,1164,DOWN,NONE
361,2257,player,497,1112,UP-LEFT,NONE
361,2258,player,268,997,UP-LEFT,NONE
361,2259,player,376,354,UP,NONE
362,2260,arrow,894,1194,NONE,NONE
362,2261,player,494,1105,DOWN,NONE
362,2262,arrow,1563,902,NONE,NONE
362,2263,player,371,337,UP,NONE
362,2264,arrow,1512,124,NONE,NONE
363,2265,player,722,1196,DOWN,NONE
363,2266,player,1481,1164,UP-RIGHT,NONE
363,2267,player,488,1108,UP-LEFT,NONE
363,2268,arrow,1561,899,NONE,NONE
363,2269,player,267,1034,UP-LEFT,NONE
363,2270,player,365,320,UP,NONE
364,2271,arrow,900,1195,NONE,NONE
364,2272,player,488,1099,DOWN,NONE
364,2273,arrow,1574,920,NONE,NONE
364,2274,arrow,1564,903,NONE,NONE
364,2275,player,360,305,UP,NONE
365,2276,arrow,904,1195,NONE,NONE
365,2277,player,485,1098,DOWN,NONE
365,2278,arrow,1577,924,NONE,NONE
365,2279,arrow,1567,908,NONE,NONE
365,2280,player,355,290,UP,NONE
366,2281,arrow,907,1195,NONE,NONE
366,2282,player,482,1097,DOWN,NONE
366,2283,arrow,1581,930,NONE,NONE
366,2284,arrow,1570,913,NONE,NONE
366,2285,player,349,274,UP,NONE
367,2286,arrow,910,1195,NONE,NONE
367,2287,player,478,1097,DOWN,NONE
367,2288,arrow,1583,935,NONE,NONE
367,2289,arrow,1573,918,NONE,NONE
367,2290,player,343,258,UP,NONE
368,2291,arrow,913,1196,NONE,NONE
368,2292,player,475,1096,DOWN,NONE
368,2293,arrow,1586,940,NONE,NONE
368,2294,arrow,1576,923,NONE,NONE
368,2295,player,338,243,UP,NONE
369,2296,arrow,916,1196,NONE,NONE
369,2297,player,472,1086,DOWN,NONE
369,2298,arrow,1589,946,NONE,NONE
369,2299,arrow,1580,931,NONE,NONE
369,2300,player,332,227,UP,NONE
369,2301,arrow,1512,138,NONE,NONE
370,2302,arrow,641,1205,NONE,NONE
370,2303,arrow,119,1205,NONE,NONE
370,2304,arrow,918,1197,NONE,NONE
370,2305,player,468,1080,DOWN,NONE
370,2306,arrow,1592,952,NONE,NONE
370,2307,arrow,1582,934,NONE,NONE
370,2308,player,326,212,UP,NONE
370,2309,arrow,1512,154,NONE,NONE
371,2310,player,1478,1207,DOWN-RIGHT,NONE
371,2311,arrow,921,1198,NONE,NONE
371,2312,player,464,1077,UP-LEFT,NONE
371,2313,arrow,1590,949,NONE,NONE
371,2314,arrow,1512,168,NONE,NONE
371,2315,player,321,197,UP,NONE
372,2316,arrow,924,1198,NONE,NONE
372,2317,player,461,1074,DOWN,NONE
372,2318,arrow,1598,961,NONE,NONE
372,2319,arrow,1589,946,NONE,NONE
372,2320,arrow,1512,164,NONE,NONE
372,2321,player,315,182,UP,NONE
373,2322,arrow,927,1199,NONE,NONE
373,2323,player,457,1072,DOWN,NONE
373,2324,arrow,1601,967,NONE,NONE
373,2325,arrow,1592,953,NONE,NONE
373,2326,player,309,167,UP,NONE
374,2327,arrow,930,1199,NONE,NONE
374,2328,player,453,1069,DOWN,NONE
374,2329,arrow,1604,974,NONE,NONE
374,2330,arrow,1595,958,NONE,NONE
374,2331,arrow,1512,185,NONE,NONE
374,2332,arrow,1512,165,NONE,NONE
374,2333,player,304,152,UP,NONE
375,2334,arrow,932,1200,NONE,NONE
375,2335,player,449,1066,DOWN,NONE
375,2336,arrow,1607,981,NONE,NONE
375,2337,arrow,1598,964,NONE,NONE
375,2338,arrow,1511,191,NONE,NONE
375,2339,arrow,1512,171,NONE,NONE
375,2340,player,298,137,UP,NONE
376,2341,arrow,935,1200,NONE,NONE
376,2342,player,444,1063,DOWN,NONE
376,2343,arrow,1605,979,NONE,NONE
376,2344,arrow,1512,198,NONE,NONE
376,2345,arrow,1511,178,NONE,NONE
376,2346,player,293,121,UP,NONE
377,2347,arrow,938,1201,NONE,NONE
377,2348,player,441,1060,DOWN,NONE
377,2349,arrow,1609,986,NONE,NONE
377,2350,player,288,107,UP,NONE
378,2351,arrow,940,1200,NONE,NONE
378,2352,player,437,1058,DOWN,NONE
378,2353,arrow,1616,1000,NONE,NONE
378,2354,arrow,1607,982,NONE,NONE
378,2355,arrow,1512,209,NONE,NONE
378,2356,arrow,1512,189,NONE,NONE
378,2357,player,283,93,UP,NONE
379,2358,arrow,943,1201,NONE,NONE
379,2359,player,433,1056,DOWN,NONE
379,2360,arrow,1619,1007,NONE,NONE
379,2361,arrow,1610,989,NONE,NONE
379,2362,arrow,1512,215,NONE,NONE
379,2363,player,279,78,UP,NONE
380,2364,arrow,945,1201,NONE,NONE
380,2365,player,429,1053,DOWN,NONE
380,2366,arrow,1622,1013,NONE,NONE
380,2367,arrow,1614,995,NONE,NONE
380,2368,arrow,1512,222,NONE,NONE
380,2369,arrow,1512,202,NONE,NONE
380,2370,player,274,63,UP,NONE
381,2371,arrow,947,1202,NONE,NONE
381,2372,arrow,1625,1020,NONE,NONE
381,2373,player,425,1050,DOWN,NONE
381,2374,arrow,1617,1002,NONE,NONE
381,2375,arrow,1512,229,NONE,NONE
381,2376,arrow,1512,209,NONE,NONE
381,2377,player,269,54,UP,NONE
382,2378,player,1479,1231,DOWN-RIGHT,NONE
382,2379,player,833,1231,LEFT,NONE
382,2380,player,269,1231,LEFT,NONE
382,2381,player,1479,1208,UP-RIGHT,NONE
382,2382,player,268,1208,LEFT,NONE
382,2383,player,833,1203,UP-RIGHT,NONE
382,2384,arrow,1211,1155,NONE,NONE
382,2385,arrow,467,1155,NONE,NONE
382,2386,arrow,1211,1130,NONE,NONE
382,2387,arrow,467,1130,NONE,NONE
382,2388,arrow,1766,1118,NONE,NONE
382,2389,arrow,1764,1093,NONE,NONE
382,2390,arrow,1624,1018,NONE,NONE
382,2391,player,420,1047,UP-LEFT,NONE
382,2392,arrow,765,932,NONE,NONE
382,2393,arrow,765,907,NONE,NONE
382,2394,arrow,765,857,NONE,NONE
382,2395,arrow,76,857,NONE,NONE
382,2396,arrow,765,833,NONE,NONE
382,2397,arrow,64,833,NONE,NONE
382,2398,arrow,243,361,NONE,NONE
382,2399,arrow,231,336,NONE,NONE
382,2400,arrow,1512,235,NONE,NONE
382,2401,arrow,1512,215,NONE,NONE
382,2402,arrow,1261,88,NONE,NONE
382,2403,player,1509,13,UP-RIGHT,NONE
382,2404,player,988,14,DOWN-LEFT,NONE
382,2405,player,393,50,DOWN-LEFT,NONE
383,2406,arrow,1348,1203,NONE,NONE
383,2407,arrow,269,1203,NONE,NONE
383,2408,arrow,835,1200,NONE,NONE
383,2409,arrow,467,1154,NONE,NONE
383,2410,arrow,1211,1143,NONE,NONE
383,2411,arrow,1752,1117,NONE,NONE
383,2412,player,415,1070,DOWN,NONE
383,2413,arrow,1631,1033,NONE,NONE
383,2414,arrow,1623,1015,NONE,NONE
383,2415,player,420,1026,UP,NONE
383,2416,player,201,48,UP,NONE
384,2417,arrow,1350,1202,NONE,NONE
384,2418,arrow,641,1202,NONE,NONE
384,2419,arrow,954,1200,NONE,NONE
384,2420,arrow,1634,1039,NONE,NONE
384,2421,arrow,1626,1021,NONE,NONE
384,2422,player,411,1041,DOWN,NONE
384,2423,arrow,1512,247,NONE,NONE
384,2424,arrow,1512,227,NONE,NONE
384,2425,player,254,48,UP,NONE
385,2426,arrow,956,1200,NONE,NONE
385,2427,arrow,1637,1046,NONE,NONE
385,2428,arrow,1629,1028,NONE,NONE
385,2429,player,407,1038,DOWN,NONE
385,2430,arrow,1512,254,NONE,NONE
385,2431,arrow,1512,234,NONE,NONE
385,2432,player,250,49,UP,NONE
386,2433,player,1479,1204,DOWN-RIGHT,NONE
386,2434,player,268,1204,LEFT,NONE
386,2435,player,833,1200,UP-RIGHT,NONE
386,2436,arrow,1764,1092,NONE,NONE
386,2437,arrow,1640,1054,NONE,NONE
386,2438,arrow,1632,1036,NONE,NONE
386,2439,player,402,1036,UP-LEFT,NONE
386,2440,arrow,75,856,NONE,NONE
386,2441,arrow,1512,260,NONE,NONE
386,2442,arrow,1512,241,NONE,NONE
386,2443,player,474,49,UP,NONE
387,2444,player,1479,1204,DOWN,NONE
387,2445,player,299,1204,LEFT,NONE
387,2446,player,833,1200,UP-RIGHT,NONE
387,2447,arrow,1752,1117,NONE,NONE
387,2448,arrow,1643,1062,NONE,NONE
387,2449,arrow,1635,1043,NONE,NONE
387,2450,player,398,1035,UP-LEFT,NONE
387,2451,arrow,76,857,NONE,NONE
387,2452,arrow,1511,268,NONE,NONE
387,2453,arrow,1512,248,NONE,NONE
387,2454,player,473,50,UP,NONE
388,2455,arrow,795,1201,NONE,NONE
388,2456,arrow,1211,1155,NONE,NONE
388,2457,arrow,467,1155,NONE,NONE
388,2458,arrow,1752,1118,NONE,NONE
388,2459,arrow,1764,1093,NONE,NONE
388,2460,arrow,1642,1061,NONE,NONE
388,2461,player,395,1033,DOWN,NONE
388,2462,arrow,75,857,NONE,NONE
388,2463,arrow,1512,275,NONE,NONE
388,2464,arrow,1512,256,NONE,NONE
388,2465,player,1510,13,UP-RIGHT,NONE
388,2466,player,392,51,DOWN-LEFT,NONE
389,2467,player,1479,1205,DOWN,NONE
389,2468,player,268,1205,LEFT,NONE
389,2469,player,833,1202,UP-RIGHT,NONE
389,2470,arrow,1752,1118,NONE,NONE
389,2471,arrow,1648,1079,NONE,NONE
389,2472,arrow,1641,1060,NONE,NONE
389,2473,player,388,1031,UP-LEFT,NONE
389,2474,arrow,765,932,NONE,NONE
389,2475,arrow,63,833,NONE,NONE
389,2476,arrow,1512,283,NONE,NONE
389,2477,arrow,1512,264,NONE,NONE
389,2478,arrow,1261,88,NONE,NONE
389,2479,player,1510,14,UP-RIGHT,NONE
389,2480,player,393,52,DOWN-LEFT,NONE
390,2481,arrow,268,1207,NONE,NONE
390,2482,player,1478,1206,DOWN,NONE
390,2483,arrow,833,1202,NONE,NONE
390,2484,arrow,1212,1156,NONE,NONE
390,2485,arrow,467,1156,NONE,NONE
390,2486,arrow,1752,1119,NONE,NONE
390,2487,arrow,1648,1078,NONE,NONE
390,2488,player,383,1029,UP-LEFT,NONE
390,2489,arrow,1512,292,NONE,NONE
390,2490,arrow,1512,273,NONE,NONE
390,2491,player,1510,14,UP-RIGHT,NONE
390,2492,player,392,53,DOWN-LEFT,NONE
391,2493,arrow,1479,1205,NONE,NONE
391,2494,arrow,269,1205,NONE,NONE
391,2495,arrow,834,1203,NONE,NONE
391,2496,arrow,1655,1095,NONE,NONE
391,2497,arrow,1648,1077,NONE,NONE
391,2498,player,380,1028,DOWN,NONE
391,2499,arrow,1512,300,NONE,NONE
391,2500,arrow,1512,280,NONE,NONE
391,2501,player,226,53,UP,NONE
392,2502,arrow,1479,1205,NONE,NONE
392,2503,arrow,268,1205,NONE,NONE
392,2504,player,834,1203,DOWN,NONE
392,2505,arrow,1654,1094,NONE,NONE
392,2506,player,373,1026,UP-LEFT,NONE
392,2507,arrow,1512,307,NONE,NONE
392,2508,arrow,1512,287,NONE,NONE
392,2509,player,224,54,UP,NONE
393,2510,arrow,972,1203,NONE,NONE
393,2511,arrow,1657,1102,NONE,NONE
393,2512,player,369,1026,DOWN,NONE
393,2513,arrow,1512,315,NONE,NONE
393,2514,arrow,1512,296,NONE,NONE
393,2515,arrow,266,30,NONE,NONE
393,2516,player,148,54,UP,NONE
394,2517,arrow,974,1203,NONE,NONE
394,2518,arrow,1663,1119,NONE,NONE
394,2519,arrow,1657,1101,NONE,NONE
394,2520,player,364,1023,DOWN,NONE
394,2521,arrow,1512,323,NONE,NONE
394,2522,arrow,1512,303,NONE,NONE
394,2523,arrow,266,32,NONE,NONE
394,2524,player,211,55,UP,NONE
395,2525,arrow,1667,1128,NONE,NONE
395,2526,arrow,1660,1109,NONE,NONE
395,2527,player,358,1021,DOWN,NONE
395,2528,arrow,1512,331,NONE,NONE
395,2529,arrow,1512,311,NONE,NONE
395,2530,arrow,267,34,NONE,NONE
395,2531,player,144,56,UP,NONE
396,2532,arrow,1479,1205,NONE,NONE
396,2533,player,268,1206,DOWN,NONE
396,2534,player,834,1203,UP-RIGHT,NONE
396,2535,arrow,1666,1127,NONE,NONE
396,2536,player,353,1018,UP-LEFT,NONE
396,2537,arrow,1512,339,NONE,NONE
396,2538,arrow,1512,319,NONE,NONE
396,2539,player,203,56,UP,NONE
397,2540,arrow,979,1203,NONE,NONE
397,2541,arrow,1673,1145,NONE,NONE
397,2542,arrow,1666,1126,NONE,NONE
397,2543,player,348,1017,DOWN,NONE
397,2544,arrow,1512,347,NONE,NONE
397,2545,arrow,1512,328,NONE,NONE
397,2546,player,199,57,UP,NONE
398,2547,arrow,1348,1205,NONE,NONE
398,2548,arrow,88,1205,NONE,NONE
398,2549,arrow,752,1203,NONE,NONE
398,2550,arrow,1672,1144,NONE,NONE
398,2551,player,342,1015,DOWN,NONE
398,2552,arrow,1512,356,NONE,NONE
398,2553,arrow,1512,336,NONE,NONE
398,2554,player,195,58,UP,NONE
399,2555,arrow,982,1202,NONE,NONE
399,2556,arrow,1675,1153,NONE,NONE
399,2557,player,337,1013,DOWN,NONE
399,2558,arrow,1512,364,NONE,NONE
399,2559,arrow,1512,345,NONE,NONE
399,2560,player,191,59,UP,NONE
400,2561,arrow,984,1203,NONE,NONE
400,2562,arrow,1682,1171,NONE,NONE
400,2563,arrow,1675,1152,NONE,NONE
400,2564,player,331,1012,DOWN,NONE
400,2565,arrow,1512,373,NONE,NONE
400,2566,arrow,1512,353,NONE,NONE
400,2567,player,188,59,UP,NONE
401,2568,arrow,1479,1204,NONE,NONE
401,2569,arrow,833,1202,NONE,NONE
401,2570,arrow,1685,1180,NONE,NONE
401,2571,arrow,1678,1161,NONE,NONE
401,2572,player,326,1010,DOWN,NONE
401,2573,arrow,1512,381,NONE,NONE
401,2574,arrow,1512,361,NONE,NONE
401,2575,player,184,60,UP,NONE
402,2576,arrow,986,1202,NONE,NONE
402,2577,arrow,1684,1179,NONE,NONE
402,2578,player,320,1008,DOWN,NONE
402,2579,arrow,1512,390,NONE,NONE
402,2580,arrow,1512,370,NONE,NONE
402,2581,player,181,61,UP,NONE
403,2582,arrow,988,1202,NONE,NONE
403,2583,arrow,1687,1187,NONE,NONE
403,2584,player,314,1007,DOWN,NONE
403,2585,arrow,1512,399,NONE,NONE
403,2586,arrow,1512,380,NONE,NONE
403,2587,player,177,62,UP,NONE
404,2588,arrow,989,1202,NONE,NONE
404,2589,arrow,1690,1192,NONE,NONE
404,2590,player,309,1005,DOWN,NONE
404,2591,arrow,1512,409,NONE,NONE
404,2592,arrow,1512,389,NONE,NONE
404,2593,player,174,64,UP,NONE
405,2594,arrow,990,1202,NONE,NONE
405,2595,arrow,1696,1195,NONE,NONE
405,2596,player,303,1004,DOWN,NONE
405,2597,arrow,1512,418,NONE,NONE
405,2598,arrow,1512,398,NONE,NONE
405,2599,player,171,65,UP,NONE
406,2600,arrow,1698,1196,NONE,NONE
406,2601,player,298,1002,DOWN,NONE
406,2602,arrow,1512,427,NONE,NONE
406,2603,arrow,1512,407,NONE,NONE
406,2604,player,168,66,UP,NONE
407,2605,arrow,833,1202,NONE,NONE
407,2606,arrow,1439,1197,NONE,NONE
407,2607,player,291,1001,DOWN,NONE
407,2608,arrow,1512,436,NONE,NONE
407,2609,arrow,1512,416,NONE,NONE
407,2610,player,164,67,UP,NONE
408,2611,arrow,993,1201,NONE,NONE
408,2612,arrow,1703,1198,NONE,NONE
408,2613,player,285,1000,DOWN,NONE
408,2614,arrow,1512,445,NONE,NONE
408,2615,arrow,1512,426,NONE,NONE
408,2616,player,161,69,UP,NONE
409,2617,arrow,994,1201,NONE,NONE
409,2618,player,278,1000,DOWN,NONE
409,2619,arrow,1512,447,NONE,NONE
409,2620,player,158,70,UP,NONE
410,2621,player,272,1001,DOWN,NONE
410,2622,arrow,1512,467,NONE,NONE
410,2623,arrow,1512,447,NONE,NONE
410,2624,player,155,71,UP,NONE
411,2625,player,267,1001,DOWN,NONE
411,2626,arrow,1512,465,NONE,NONE
411,2627,player,153,73,UP,NONE
412,2628,player,260,1001,DOWN,NONE
412,2629,arrow,1512,475,NONE,NONE
412,2630,player,150,74,UP,NONE
413,2631,player,254,1000,DOWN,NONE
413,2632,arrow,1512,495,NONE,NONE
413,2633,arrow,1512,475,NONE,NONE
413,2634,player,147,76,UP,NONE
414,2635,player,248,1000,DOWN,NONE
414,2636,arrow,1512,495,NONE,NONE
414,2637,player,144,77,UP,NONE
415,2638,player,243,1000,DOWN,NONE
415,2639,arrow,1512,515,NONE,NONE
415,2640,arrow,1512,495,NONE,NONE
415,2641,player,142,79,UP,NONE
416,2642,arrow,1727,1202,NONE,NONE
416,2643,player,234,1000,DOWN,NONE
416,2644,arrow,1512,525,NONE,NONE
416,2645,arrow,1512,505,NONE,NONE
416,2646,player,139,80,UP,NONE
417,2647,arrow,1729,1202,NONE,NONE
417,2648,player,230,1001,DOWN,NONE
417,2649,arrow,1512,526,NONE,NONE
417,2650,player,137,82,UP,NONE
418,2651,arrow,1732,1202,NONE,NONE
418,2652,player,221,1001,DOWN,NONE
418,2653,arrow,1512,546,NONE,NONE
418,2654,arrow,1512,526,NONE,NONE
418,2655,player,134,84,UP,NONE
419,2656,arrow,1735,1202,NONE,NONE
419,2657,player,454,1189,DOWN,NONE
419,2658,player,213,1002,UP-LEFT,NONE
419,2659,arrow,1512,548,NONE,NONE
419,2660,player,131,86,UP,NONE
420,2661,player,207,1002,DOWN,NONE
420,2662,arrow,1512,569,NONE,NONE
420,2663,arrow,1512,549,NONE,NONE
420,2664,player,129,88,UP,NONE
421,2665,player,200,1003,DOWN,NONE
421,2666,arrow,1512,569,NONE,NONE
421,2667,player,127,89,UP,NONE
422,2668,player,194,1003,DOWN,NONE
422,2669,arrow,1512,580,NONE,NONE
422,2670,player,125,91,UP,NONE
423,2671,arrow,1744,1202,NONE,NONE
423,2672,player,188,1004,DOWN,NONE
423,2673,arrow,1512,591,NONE,NONE
423,2674,player,123,93,UP,NONE
424,2675,player,180,1005,DOWN,NONE
424,2676,arrow,1512,601,NONE,NONE
424,2677,player,121,95,UP,NONE
425,2678,arrow,1748,1203,NONE,NONE
425,2679,player,173,1006,DOWN,NONE
425,2680,arrow,1512,613,NONE,NONE
425,2681,player,119,97,UP,NONE
426,2682,arrow,1750,1203,NONE,NONE
426,2683,player,165,1007,DOWN,NONE
426,2684,arrow,1512,625,NONE,NONE
426,2685,player,117,99,UP,NONE
427,2686,player,159,1009,DOWN,NONE
427,2687,arrow,1512,636,NONE,NONE
427,2688,player,115,101,UP,NONE
428,2689,player,151,1010,DOWN,NONE
428,2690,arrow,1512,648,NONE,NONE
428,2691,player,114,103,UP,NONE
429,2692,arrow,1756,1202,NONE,NONE
429,2693,player,144,1012,DOWN,NONE
429,2694,arrow,1512,660,NONE,NONE
429,2695,player,112,106,UP,NONE
430,2696,arrow,1758,1202,NONE,NONE
430,2697,player,136,1014,DOWN,NONE
430,2698,arrow,1512,671,NONE,NONE
430,2699,player,110,109,UP,NONE
431,2700,arrow,1760,1202,NONE,NONE
431,2701,player,129,1016,DOWN,NONE
431,2702,arrow,1512,683,NONE,NONE
431,2703,player,109,110,UP,NONE
432,2704,player,121,1017,DOWN,NONE
432,2705,arrow,1512,696,NONE,NONE
432,2706,player,107,112,UP,NONE
433,2707,player,114,1019,DOWN,NONE
433,2708,arrow,1512,708,NONE,NONE
433,2709,player,106,115,UP,NONE
434,2710,player,106,1021,DOWN,NONE
434,2711,arrow,1512,720,NONE,NONE
434,2712,player,104,117,UP,NONE
435,2713,arrow,73,1187,NONE,NONE
435,2714,player,98,1024,DOWN,NONE
435,2715,arrow,1512,733,NONE,NONE
435,2716,player,103,120,UP,NONE
436,2717,player,90,1026,DOWN,NONE
436,2718,arrow,1512,746,NONE,NONE
436,2719,player,102,122,UP,NONE
437,2720,player,83,1029,DOWN,NONE
437,2721,arrow,1512,759,NONE,NONE
437,2722,player,101,125,UP,NONE
438,2723,player,77,1031,DOWN,NONE
438,2724,arrow,1512,772,NONE,NONE
438,2725,player,99,127,UP,NONE
439,2726,player,71,1033,DOWN,NONE
439,2727,arrow,1512,784,NONE,NONE
439,2728,player,98,130,UP,NONE
440,2729,player,64,1036,DOWN,NONE
440,2730,arrow,1512,796,NONE,NONE
440,2731,player,98,132,UP,NONE
441,2732,player,60,1038,DOWN,NONE
441,2733,arrow,1512,809,NONE,NONE
441,2734,player,97,135,UP,NONE
442,2735,arrow,83,1187,NONE,NONE
442,2736,player,57,1043,DOWN,NONE
442,2737,arrow,1512,823,NONE,NONE
442,2738,player,96,138,UP,NONE
443,2739,arrow,1161,1194,NONE,NONE
443,2740,arrow,1821,1163,NONE,NONE
443,2741,arrow,1707,1095,NONE,NONE
443,2742,player,56,1032,DOWN,NONE
443,2743,arrow,1511,837,NONE,NONE
443,2744,arrow,119,821,NONE,NONE
443,2745,arrow,94,809,NONE,NONE
443,2746,arrow,305,334,NONE,NONE
443,2747,arrow,280,322,NONE,NONE
443,2748,player,95,141,UP,NONE
443,2749,player,1794,555,DOWN-RIGHT,NONE
443,2750,player,1821,554,UP-RIGHT,NONE
443,2751,player,32,424,UP-LEFT,NONE
444,2752,player,55,1106,DOWN,NONE
444,2753,arrow,1511,850,NONE,NONE
444,2754,player,93,144,UP,NONE
445,2755,player,55,1051,DOWN,NONE
445,2756,arrow,1510,863,NONE,NONE
445,2757,player,93,146,UP,NONE
446,2758,player,55,1055,DOWN,NONE
446,2759,arrow,1510,877,NONE,NONE
